id_student,total_clicks,active_days,total_events,activity_variance,features,prediction
677892,1157,38,225,32.287305988929454,"[1157.0,38.0,32.287305988929454]",0
678025,2272,133,659,20.49650565664938,"[2272.0,133.0,20.49650565664938]",1
678057,1496,49,418,44.80657598724411,"[1496.0,49.0,44.80657598724411]",0
678270,1037,55,251,78.38991294279163,"[1037.0,55.0,78.38991294279163]",0
678346,71,5,32,15.385057685949702,"[71.0,5.0,15.385057685949702]",0
678381,2557,104,708,65.18615770877632,"[2557.0,104.0,65.18615770877632]",1
678408,2575,55,409,63.869685300122626,"[2575.0,55.0,63.869685300122626]",1
678508,3210,134,753,26.759543493763367,"[3210.0,134.0,26.759543493763367]",1
678605,629,86,278,8.620443045673092,"[629.0,86.0,8.620443045673092]",0
678623,587,48,257,12.624258281701962,"[587.0,48.0,12.624258281701962]",0
678628,2293,92,565,70.06343024037076,"[2293.0,92.0,70.06343024037076]",1
678680,1080,65,346,17.94234891577423,"[1080.0,65.0,17.94234891577423]",0
678790,1785,86,485,40.782330674104905,"[1785.0,86.0,40.782330674104905]",0
678815,1451,72,361,32.18286646002379,"[1451.0,72.0,32.18286646002379]",0
678819,4425,156,1130,26.736729970745042,"[4425.0,156.0,26.736729970745042]",1
678831,397,27,161,12.84767208729574,"[397.0,27.0,12.84767208729574]",0
678843,16,3,7,1.5275252316519468,"[16.0,3.0,1.5275252316519468]",0
679039,633,36,147,35.15059438635833,"[633.0,36.0,35.15059438635833]",0
679179,360,15,96,19.87460691435179,"[360.0,15.0,19.87460691435179]",0
679402,2274,147,729,26.934040722152865,"[2274.0,147.0,26.934040722152865]",1
679457,305,25,142,18.540496217739157,"[305.0,25.0,18.540496217739157]",0
679558,99,14,73,7.237342114279307,"[99.0,14.0,7.237342114279307]",0
679918,508,33,180,16.288299853613086,"[508.0,33.0,16.288299853613086]",0
680340,58,9,25,7.299162813486063,"[58.0,9.0,7.299162813486063]",0
680545,2536,101,573,36.217924012869375,"[2536.0,101.0,36.217924012869375]",1
680698,2,2,2,0.0,"[2.0,2.0,0.0]",0
680713,4465,213,1195,27.350080156699864,"[4465.0,213.0,27.350080156699864]",1
680733,187,19,71,10.526491226608211,"[187.0,19.0,10.526491226608211]",0
680973,199,27,83,9.438660873679014,"[199.0,27.0,9.438660873679014]",0
681001,4939,172,1317,32.28736474549483,"[4939.0,172.0,32.28736474549483]",1
681211,203,22,77,6.788869168627762,"[203.0,22.0,6.788869168627762]",0
681235,3378,155,976,32.02549649324546,"[3378.0,155.0,32.02549649324546]",1
681277,228,13,109,16.636382742929147,"[228.0,13.0,16.636382742929147]",0
681452,1994,60,415,93.97337644368211,"[1994.0,60.0,93.97337644368211]",1
681495,172,20,91,6.2103479010947185,"[172.0,20.0,6.2103479010947185]",0
681799,837,78,335,10.50253287560657,"[837.0,78.0,10.50253287560657]",0
681844,172,11,38,26.004894644173152,"[172.0,11.0,26.004894644173152]",0
682015,330,18,132,16.098958680244984,"[330.0,18.0,16.098958680244984]",0
682018,75,6,34,7.687652437513028,"[75.0,6.0,7.687652437513028]",0
682058,418,15,87,36.339405346708425,"[418.0,15.0,36.339405346708425]",0
682117,260,35,150,8.413174942020522,"[260.0,35.0,8.413174942020522]",0
682480,75,9,27,15.660459763365827,"[75.0,9.0,15.660459763365827]",0
682539,5100,145,1173,46.17423897399486,"[5100.0,145.0,46.17423897399486]",1
682569,6873,219,1689,39.677587139359396,"[6873.0,219.0,39.677587139359396]",2
682671,506,24,199,19.93013158329709,"[506.0,24.0,19.93013158329709]",0
682968,2898,203,1265,12.60098843446161,"[2898.0,203.0,12.60098843446161]",1
683002,2668,94,481,39.580625863166595,"[2668.0,94.0,39.580625863166595]",1
683145,972,35,238,35.227901470522006,"[972.0,35.0,35.227901470522006]",0
683202,807,25,186,48.41704245407809,"[807.0,25.0,48.41704245407809]",0
683246,284,21,64,22.826780429178022,"[284.0,21.0,22.826780429178022]",0
683347,109,6,45,26.026268781111643,"[109.0,6.0,26.026268781111643]",0
683352,2801,92,718,29.951009130272116,"[2801.0,92.0,29.951009130272116]",1
683423,1028,71,334,21.244736595166057,"[1028.0,71.0,21.244736595166057]",0
683427,1,1,1,0.0,"[1.0,1.0,0.0]",0
683705,861,25,212,30.284869709697173,"[861.0,25.0,30.284869709697173]",0
683772,1034,36,272,31.960342489771477,"[1034.0,36.0,31.960342489771477]",0
683902,1203,39,312,45.48368039402962,"[1203.0,39.0,45.48368039402962]",0
684013,5310,154,1087,41.498125129586995,"[5310.0,154.0,41.498125129586995]",1
684095,913,102,395,11.016978302170829,"[913.0,102.0,11.016978302170829]",0
684208,6,1,5,0.0,"[6.0,1.0,0.0]",0
684217,705,94,448,8.492564742995986,"[705.0,94.0,8.492564742995986]",0
684572,642,18,148,39.85857351126532,"[642.0,18.0,39.85857351126532]",0
684617,183,9,47,17.902513789968157,"[183.0,9.0,17.902513789968157]",0
684632,1001,116,417,10.33821965365393,"[1001.0,116.0,10.33821965365393]",0
684675,1645,60,401,40.02003382488117,"[1645.0,60.0,40.02003382488117]",0
684802,739,48,260,14.304796968571653,"[739.0,48.0,14.304796968571653]",0
684854,1353,118,636,11.896047036754725,"[1353.0,118.0,11.896047036754725]",0
684931,1239,75,373,19.337234772548236,"[1239.0,75.0,19.337234772548236]",0
684936,608,53,278,13.0363453077937,"[608.0,53.0,13.0363453077937]",0
685100,800,37,250,20.35156471100407,"[800.0,37.0,20.35156471100407]",0
685191,1733,137,829,10.335967498523207,"[1733.0,137.0,10.335967498523207]",0
685338,759,77,323,9.74640863102956,"[759.0,77.0,9.74640863102956]",0
685487,4665,182,1383,26.990312889275067,"[4665.0,182.0,26.990312889275067]",1
685557,140,8,34,18.754047182256038,"[140.0,8.0,18.754047182256038]",0
685653,173,10,70,23.08462691922917,"[173.0,10.0,23.08462691922917]",0
685676,493,43,161,12.557200243778377,"[493.0,43.0,12.557200243778377]",0
685697,840,60,415,12.74256180506621,"[840.0,60.0,12.74256180506621]",0
685860,2341,66,755,37.42036454904846,"[2341.0,66.0,37.42036454904846]",1
685952,188,23,100,12.081737434932126,"[188.0,23.0,12.081737434932126]",0
685988,520,32,138,21.153814572500675,"[520.0,32.0,21.153814572500675]",0
686003,100,8,28,19.14605516996722,"[100.0,8.0,19.14605516996722]",0
686191,365,32,146,10.169084632259903,"[365.0,32.0,10.169084632259903]",0
686201,44,2,20,1.4142135623730951,"[44.0,2.0,1.4142135623730951]",0
686267,533,34,139,18.870725425241773,"[533.0,34.0,18.870725425241773]",0
686286,105,5,51,21.874642854227357,"[105.0,5.0,21.874642854227357]",0
686384,447,56,193,7.34225893262872,"[447.0,56.0,7.34225893262872]",0
686598,1172,68,310,17.175231773672454,"[1172.0,68.0,17.175231773672454]",0
686645,2636,48,456,95.50622867809227,"[2636.0,48.0,95.50622867809227]",1
686753,1742,90,402,22.414537372940497,"[1742.0,90.0,22.414537372940497]",0
686813,11,1,6,0.0,"[11.0,1.0,0.0]",0
686854,404,36,226,10.24865457681742,"[404.0,36.0,10.24865457681742]",0
687007,379,21,129,35.3178088086962,"[379.0,21.0,35.3178088086962]",0
687033,275,25,120,15.903353943953666,"[275.0,25.0,15.903353943953666]",0
687073,1160,62,311,23.975661905955008,"[1160.0,62.0,23.975661905955008]",0
687345,646,54,322,12.082988139361921,"[646.0,54.0,12.082988139361921]",0
687351,3315,86,728,50.88572132481687,"[3315.0,86.0,50.88572132481687]",1
687485,2758,116,803,31.24324934582121,"[2758.0,116.0,31.24324934582121]",1
687533,1647,55,329,27.774500816808494,"[1647.0,55.0,27.774500816808494]",0
687653,1756,109,484,16.157408259314735,"[1756.0,109.0,16.157408259314735]",0
687821,483,19,141,29.05228197094504,"[483.0,19.0,29.05228197094504]",0
687930,6014,186,1549,63.560370677968216,"[6014.0,186.0,63.560370677968216]",2
687945,3180,120,712,32.201310062603035,"[3180.0,120.0,32.201310062603035]",1
688106,313,21,148,11.3661988452814,"[313.0,21.0,11.3661988452814]",0
688127,3080,97,834,33.255021841268274,"[3080.0,97.0,33.255021841268274]",1
688135,859,49,297,15.256285645617687,"[859.0,49.0,15.256285645617687]",0
688203,194,16,90,14.393864433616613,"[194.0,16.0,14.393864433616613]",0
688337,3253,155,920,27.966117509041812,"[3253.0,155.0,27.966117509041812]",1
688437,684,51,309,20.94485757467759,"[684.0,51.0,20.94485757467759]",0
688600,418,10,105,38.8781572494262,"[418.0,10.0,38.8781572494262]",0
688924,766,49,227,21.27958125131443,"[766.0,49.0,21.27958125131443]",0
688954,979,62,301,28.069665732253835,"[979.0,62.0,28.069665732253835]",0
689017,1168,126,596,8.674941104964526,"[1168.0,126.0,8.674941104964526]",0
689132,783,49,241,21.255871537764147,"[783.0,49.0,21.255871537764147]",0
689231,1196,96,570,21.771984251455216,"[1196.0,96.0,21.771984251455216]",0
689309,1635,93,522,21.91947842358142,"[1635.0,93.0,21.91947842358142]",0
689352,19,6,12,2.48327740429189,"[19.0,6.0,2.48327740429189]",0
689397,199,9,44,28.833333333333332,"[199.0,9.0,28.833333333333332]",0
689436,236,38,112,11.923535424227257,"[236.0,38.0,11.923535424227257]",0
689763,889,73,279,17.5533650349073,"[889.0,73.0,17.5533650349073]",0
689775,5,1,2,0.0,"[5.0,1.0,0.0]",0
689796,8713,191,1739,59.26546431440756,"[8713.0,191.0,59.26546431440756]",2
689838,928,47,254,25.378412672727073,"[928.0,47.0,25.378412672727073]",0
689921,3196,152,1353,27.811557788113976,"[3196.0,152.0,27.811557788113976]",1
689925,183,12,61,16.674013532222148,"[183.0,12.0,16.674013532222148]",0
689977,43,5,31,7.3006848993775915,"[43.0,5.0,7.3006848993775915]",0
690181,305,9,115,47.95165389338632,"[305.0,9.0,47.95165389338632]",0
690298,276,24,73,20.086768303277786,"[276.0,24.0,20.086768303277786]",0
690359,462,16,128,37.75689782454768,"[462.0,16.0,37.75689782454768]",0
690366,425,35,144,15.954241289577215,"[425.0,35.0,15.954241289577215]",0
690370,1039,67,312,17.944673502208374,"[1039.0,67.0,17.944673502208374]",0
690430,651,30,200,28.91742107068524,"[651.0,30.0,28.91742107068524]",0
690471,34,5,18,5.630275304103699,"[34.0,5.0,5.630275304103699]",0
690586,2592,158,607,22.65612161891914,"[2592.0,158.0,22.65612161891914]",1
690600,417,32,170,16.939140350279043,"[417.0,32.0,16.939140350279043]",0
690687,3,1,2,0.0,"[3.0,1.0,0.0]",0
690733,8983,225,2373,44.63281321934587,"[8983.0,225.0,44.63281321934587]",2
690902,3264,111,712,39.39251852789456,"[3264.0,111.0,39.39251852789456]",1
691088,347,35,176,9.127758015337315,"[347.0,35.0,9.127758015337315]",0
691127,1100,66,309,21.75056733713352,"[1100.0,66.0,21.75056733713352]",0
691189,3194,131,721,27.851655941728456,"[3194.0,131.0,27.851655941728456]",1
691202,801,50,270,15.878993953635472,"[801.0,50.0,15.878993953635472]",0
691280,1645,69,374,42.27070435559145,"[1645.0,69.0,42.27070435559145]",0
691371,2090,124,634,16.689753220925702,"[2090.0,124.0,16.689753220925702]",1
691444,496,87,196,8.226608759793722,"[496.0,87.0,8.226608759793722]",0
691550,1642,142,614,16.762193524568005,"[1642.0,142.0,16.762193524568005]",0
691683,1514,74,301,32.47050893331894,"[1514.0,74.0,32.47050893331894]",0
691856,262,11,70,22.785162636321832,"[262.0,11.0,22.785162636321832]",0
691875,2692,90,565,32.411207814735754,"[2692.0,90.0,32.411207814735754]",1
692012,533,25,145,20.28899537516171,"[533.0,25.0,20.28899537516171]",0
692334,4280,89,742,74.52358388905522,"[4280.0,89.0,74.52358388905522]",1
692354,360,26,87,18.61546090257731,"[360.0,26.0,18.61546090257731]",0
692426,1200,75,529,16.044701070211076,"[1200.0,75.0,16.044701070211076]",0
692474,269,24,129,16.785032583840277,"[269.0,24.0,16.785032583840277]",0
692482,26,2,15,16.97056274847714,"[26.0,2.0,16.97056274847714]",0
692534,1141,114,316,16.486248286050213,"[1141.0,114.0,16.486248286050213]",0
692646,3175,89,634,42.07076702655001,"[3175.0,89.0,42.07076702655001]",1
692805,1927,93,602,27.141483407362372,"[1927.0,93.0,27.141483407362372]",0
693053,513,63,233,10.655692319218087,"[513.0,63.0,10.655692319218087]",0
693197,1552,44,316,81.62231900547097,"[1552.0,44.0,81.62231900547097]",0
693221,1926,100,517,24.98792435630386,"[1926.0,100.0,24.98792435630386]",0
693294,515,74,186,7.4639575774191025,"[515.0,74.0,7.4639575774191025]",0
693573,919,25,194,49.17933170211513,"[919.0,25.0,49.17933170211513]",0
693606,4166,235,1315,17.253089679050497,"[4166.0,235.0,17.253089679050497]",1
693616,331,37,133,12.948500440733037,"[331.0,37.0,12.948500440733037]",0
693629,33,7,23,5.2508502712826015,"[33.0,7.0,5.2508502712826015]",0
693863,4,3,3,0.5773502691896257,"[4.0,3.0,0.5773502691896257]",0
694010,1059,88,657,11.998514145209397,"[1059.0,88.0,11.998514145209397]",0
694150,401,17,79,37.16863399347865,"[401.0,17.0,37.16863399347865]",0
694225,133,10,32,15.348181216895592,"[133.0,10.0,15.348181216895592]",0
694554,106,9,26,22.43199599778059,"[106.0,9.0,22.43199599778059]",0
694563,1092,58,292,26.658422803160864,"[1092.0,58.0,26.658422803160864]",0
694729,985,36,271,29.715943558758177,"[985.0,36.0,29.715943558758177]",0
694782,885,39,250,23.46234816416546,"[885.0,39.0,23.46234816416546]",0
694857,117,16,64,4.7849590733185305,"[117.0,16.0,4.7849590733185305]",0
694860,1852,129,689,22.32739294622625,"[1852.0,129.0,22.32739294622625]",0
694976,666,72,358,8.845703978386313,"[666.0,72.0,8.845703978386313]",0
694983,2834,81,492,41.883318226699906,"[2834.0,81.0,41.883318226699906]",1
695144,173,19,58,13.795710834418811,"[173.0,19.0,13.795710834418811]",0
695380,188,9,80,17.723180050744592,"[188.0,9.0,17.723180050744592]",0
695510,848,45,241,27.877129397309606,"[848.0,45.0,27.877129397309606]",0
695613,193,10,45,21.868546667150365,"[193.0,10.0,21.868546667150365]",0
695631,1427,66,298,24.81796195160343,"[1427.0,66.0,24.81796195160343]",0
695913,799,52,266,16.328765483101026,"[799.0,52.0,16.328765483101026]",0
696007,2557,85,494,32.032800066682356,"[2557.0,85.0,32.032800066682356]",1
696072,299,48,125,7.557551059317058,"[299.0,48.0,7.557551059317058]",0
696253,7,2,5,0.7071067811865476,"[7.0,2.0,0.7071067811865476]",0
696316,229,14,102,15.978866537529369,"[229.0,14.0,15.978866537529369]",0
696527,5,4,4,0.5,"[5.0,4.0,0.5]",0
696692,207,19,71,12.314827272854211,"[207.0,19.0,12.314827272854211]",0
697045,546,79,250,7.548458619051396,"[546.0,79.0,7.548458619051396]",0
697119,45,5,22,12.020815280171307,"[45.0,5.0,12.020815280171307]",0
697253,2410,106,689,26.57686135999561,"[2410.0,106.0,26.57686135999561]",1
697314,616,45,194,19.270587836274107,"[616.0,45.0,19.270587836274107]",0
697328,431,35,164,15.640767674426286,"[431.0,35.0,15.640767674426286]",0
697417,1464,50,344,26.779553577233475,"[1464.0,50.0,26.779553577233475]",0
697433,548,33,221,14.170699069601758,"[548.0,33.0,14.170699069601758]",0
697438,2186,98,531,26.027110434950306,"[2186.0,98.0,26.027110434950306]",1
697461,6964,245,1600,24.52732275904425,"[6964.0,245.0,24.52732275904425]",2
697482,492,21,94,29.525533743814737,"[492.0,21.0,29.525533743814737]",0
697490,148,8,87,33.436506994600975,"[148.0,8.0,33.436506994600975]",0
697542,81,8,29,13.195643220396647,"[81.0,8.0,13.195643220396647]",0
697561,798,43,200,29.59593144945803,"[798.0,43.0,29.59593144945803]",0
697674,829,83,455,15.202289602832229,"[829.0,83.0,15.202289602832229]",0
697705,593,51,326,11.413957743593983,"[593.0,51.0,11.413957743593983]",0
697841,21,2,11,6.363961030678928,"[21.0,2.0,6.363961030678928]",0
698011,2596,100,553,41.29786356887648,"[2596.0,100.0,41.29786356887648]",1
698024,536,28,153,28.855597423125772,"[536.0,28.0,28.855597423125772]",0
698112,341,20,121,24.474422739281362,"[341.0,20.0,24.474422739281362]",0
698256,1457,64,429,26.27917407528945,"[1457.0,64.0,26.27917407528945]",0
698362,1404,94,443,14.134384605838695,"[1404.0,94.0,14.134384605838695]",0
698399,68,9,32,6.784377479015873,"[68.0,9.0,6.784377479015873]",0
698432,423,32,182,17.27152117065509,"[423.0,32.0,17.27152117065509]",0
699126,1063,27,217,127.94023488998177,"[1063.0,27.0,127.94023488998177]",0
700458,277,11,113,21.55837740563135,"[277.0,11.0,21.55837740563135]",0
705379,5680,226,1441,21.11976617075052,"[5680.0,226.0,21.11976617075052]",1
749412,4007,187,1177,17.905332809431464,"[4007.0,187.0,17.905332809431464]",1
760729,7288,229,1829,25.89443931199548,"[7288.0,229.0,25.89443931199548]",2
884652,1051,34,272,29.989258326495207,"[1051.0,34.0,29.989258326495207]",0
917586,1588,83,460,25.31834921425679,"[1588.0,83.0,25.31834921425679]",0
928248,2730,70,614,87.73395224661657,"[2730.0,70.0,87.73395224661657]",1
957467,3450,203,1203,16.665758319554502,"[3450.0,203.0,16.665758319554502]",1
986561,1462,94,439,17.431042030355293,"[1462.0,94.0,17.431042030355293]",0
991843,5137,135,991,38.7609047763641,"[5137.0,135.0,38.7609047763641]",1
1033968,143,11,84,13.957077057894322,"[143.0,11.0,13.957077057894322]",0
1035023,1896,150,572,11.159177761920796,"[1896.0,150.0,11.159177761920796]",0
1045203,3533,168,830,33.57312612116663,"[3533.0,168.0,33.57312612116663]",1
1095916,4487,189,1559,20.56441569958665,"[4487.0,189.0,20.56441569958665]",1
1103608,2735,191,1122,14.157296486749255,"[2735.0,191.0,14.157296486749255]",1
1183831,2818,105,701,32.68001147770836,"[2818.0,105.0,32.68001147770836]",1
1270832,2190,131,614,23.797955571260676,"[2190.0,131.0,23.797955571260676]",1
1332514,1516,32,185,82.5999882839951,"[1516.0,32.0,82.5999882839951]",0
1336190,1021,50,253,15.902881268910399,"[1021.0,50.0,15.902881268910399]",0
1348205,8845,164,1428,55.58612740135146,"[8845.0,164.0,55.58612740135146]",2
1430804,1253,39,430,35.62094260342945,"[1253.0,39.0,35.62094260342945]",0
1438584,191,17,94,6.950983849110012,"[191.0,17.0,6.950983849110012]",0
1442981,1211,49,264,40.70728845468995,"[1211.0,49.0,40.70728845468995]",0
1453140,227,19,78,15.907628094060641,"[227.0,19.0,15.907628094060641]",0
1455474,238,7,50,40.25750447639131,"[238.0,7.0,40.25750447639131]",0
1462676,30,4,16,4.041451884327381,"[30.0,4.0,4.041451884327381]",0
1464952,5982,153,1112,51.44756716485885,"[5982.0,153.0,51.44756716485885]",2
1468838,273,18,86,22.63066633626879,"[273.0,18.0,22.63066633626879]",0
1477284,2096,62,530,32.555545829423885,"[2096.0,62.0,32.555545829423885]",1
1485105,140,10,41,10.821788720498619,"[140.0,10.0,10.821788720498619]",0
1485702,1280,96,463,14.235364906987376,"[1280.0,96.0,14.235364906987376]",0
1486048,588,29,192,19.333347488811988,"[588.0,29.0,19.333347488811988]",0
1533277,958,52,293,13.78880784257497,"[958.0,52.0,13.78880784257497]",0
1536122,997,67,388,13.700832078314543,"[997.0,67.0,13.700832078314543]",0
1573624,1593,86,359,19.433583269349235,"[1593.0,86.0,19.433583269349235]",0
1609002,1025,103,367,13.708719595804922,"[1025.0,103.0,13.708719595804922]",0
1618738,723,19,147,59.43574839382863,"[723.0,19.0,59.43574839382863]",0
1621041,1916,77,512,22.94155848992576,"[1916.0,77.0,22.94155848992576]",0
1629771,522,56,226,9.91070521820107,"[522.0,56.0,9.91070521820107]",0
1632487,1821,97,548,21.914371784782002,"[1821.0,97.0,21.914371784782002]",0
1639699,3035,98,694,32.965916194596005,"[3035.0,98.0,32.965916194596005]",1
1640680,2751,112,688,30.678155285344516,"[2751.0,112.0,30.678155285344516]",1
1651198,1192,90,512,16.19773261363212,"[1192.0,90.0,16.19773261363212]",0
1658963,2667,92,689,41.791080221127736,"[2667.0,92.0,41.791080221127736]",1
1661805,6778,152,1224,43.381009557645164,"[6778.0,152.0,43.381009557645164]",2
1668504,7019,140,1366,74.79585749255956,"[7019.0,140.0,74.79585749255956]",2
1684787,1005,86,398,15.330294212983478,"[1005.0,86.0,15.330294212983478]",0
1689069,1975,183,927,11.250911877480037,"[1975.0,183.0,11.250911877480037]",0
1720712,4165,163,1071,32.99890633695269,"[4165.0,163.0,32.99890633695269]",1
1735653,242,19,105,13.473604257803716,"[242.0,19.0,13.473604257803716]",0
1747892,2233,176,1017,14.823111780498142,"[2233.0,176.0,14.823111780498142]",1
1753965,3377,174,916,16.376712059929112,"[3377.0,174.0,16.376712059929112]",1
1759851,421,36,168,11.703038541810887,"[421.0,36.0,11.703038541810887]",0
1763653,4342,164,922,18.35587240566778,"[4342.0,164.0,18.35587240566778]",1
1765045,351,26,140,12.490796611905903,"[351.0,26.0,12.490796611905903]",0
1766102,355,9,76,35.637449091900194,"[355.0,9.0,35.637449091900194]",0
1768223,1579,60,338,41.330208784762874,"[1579.0,60.0,41.330208784762874]",0
1770733,740,53,253,16.652514552729944,"[740.0,53.0,16.652514552729944]",0
1780737,1042,38,276,25.899631197361042,"[1042.0,38.0,25.899631197361042]",0
1782665,66,6,31,11.260550608207398,"[66.0,6.0,11.260550608207398]",0
1812797,12,4,9,1.4142135623730951,"[12.0,4.0,1.4142135623730951]",0
1818673,336,27,121,11.236387776167671,"[336.0,27.0,11.236387776167671]",0
1822731,1372,72,485,14.728423119069296,"[1372.0,72.0,14.728423119069296]",0
1839785,9,1,4,0.0,"[9.0,1.0,0.0]",0
1843026,1978,132,566,15.523429644115348,"[1978.0,132.0,15.523429644115348]",0
1851108,2820,89,717,51.848247867655694,"[2820.0,89.0,51.848247867655694]",1
1877015,785,33,151,35.50418775982417,"[785.0,33.0,35.50418775982417]",0
1877732,47,3,22,9.504384952922168,"[47.0,3.0,9.504384952922168]",0
1879321,7050,182,1635,45.55291626711012,"[7050.0,182.0,45.55291626711012]",2
1884024,206,11,73,30.961559744595903,"[206.0,11.0,30.961559744595903]",0
1886295,452,78,218,7.748244835786879,"[452.0,78.0,7.748244835786879]",0
1894419,1454,63,393,26.856429270079094,"[1454.0,63.0,26.856429270079094]",0
1894634,722,47,372,14.344254313919098,"[722.0,47.0,14.344254313919098]",0
1895288,1988,122,531,17.815718069272553,"[1988.0,122.0,17.815718069272553]",1
1912438,1477,68,474,19.730153896590444,"[1477.0,68.0,19.730153896590444]",0
1913435,2258,61,405,41.78974826568461,"[2258.0,61.0,41.78974826568461]",1
1915408,1294,80,331,22.52636991998826,"[1294.0,80.0,22.52636991998826]",0
1917311,826,92,427,10.235660847553728,"[826.0,92.0,10.235660847553728]",0
1917808,11,1,4,0.0,"[11.0,1.0,0.0]",0
1936679,5151,192,1235,32.23013842111106,"[5151.0,192.0,32.23013842111106]",1
1942999,424,24,143,22.36586425913318,"[424.0,24.0,22.36586425913318]",0
1947156,2074,105,681,20.784045726868406,"[2074.0,105.0,20.784045726868406]",1
1954147,2994,81,600,50.56096430163403,"[2994.0,81.0,50.56096430163403]",1
1954230,1670,78,470,23.119922199929707,"[1670.0,78.0,23.119922199929707]",0
1962049,8460,191,1688,52.06249186020445,"[8460.0,191.0,52.06249186020445]",2
1962062,1499,47,358,44.38724554494827,"[1499.0,47.0,44.38724554494827]",0
1966591,5898,134,1261,39.52918120244514,"[5898.0,134.0,39.52918120244514]",2
1966597,803,31,198,26.454180310755774,"[803.0,31.0,26.454180310755774]",0
1974271,1126,37,255,59.05060943355686,"[1126.0,37.0,59.05060943355686]",0
1980822,1690,60,393,44.66150151432578,"[1690.0,60.0,44.66150151432578]",0
1986312,6,2,5,2.8284271247461903,"[6.0,2.0,2.8284271247461903]",0
1992145,5882,152,1198,37.34961713744464,"[5882.0,152.0,37.34961713744464]",2
1998790,199,17,82,9.03994403938952,"[199.0,17.0,9.03994403938952]",0
2006894,1052,78,404,24.134226162462145,"[1052.0,78.0,24.134226162462145]",0
2010232,4127,148,1070,25.90866312937976,"[4127.0,148.0,25.90866312937976]",1
2012966,519,39,148,24.610816883888834,"[519.0,39.0,24.610816883888834]",0
2016517,746,42,209,23.370618956923945,"[746.0,42.0,23.370618956923945]",0
2037479,1140,87,528,15.949071914938338,"[1140.0,87.0,15.949071914938338]",0
2043916,139,10,70,17.162297178537738,"[139.0,10.0,17.162297178537738]",0
2043939,1951,144,820,12.956532958675568,"[1951.0,144.0,12.956532958675568]",0
2045139,225,20,100,7.447182441419671,"[225.0,20.0,7.447182441419671]",0
2056643,7926,188,2041,71.1592028751633,"[7926.0,188.0,71.1592028751633]",2
2063436,18,3,10,6.244997998398398,"[18.0,3.0,6.244997998398398]",0
2082180,518,49,287,13.51696464940755,"[518.0,49.0,13.51696464940755]",0
2088765,19196,259,5240,51.70483180668007,"[19196.0,259.0,51.70483180668007]",2
2091230,2918,122,771,38.32410504503723,"[2918.0,122.0,38.32410504503723]",1
2105230,1664,73,320,89.08282022055369,"[1664.0,73.0,89.08282022055369]",0
2111666,422,28,187,21.162385518805785,"[422.0,28.0,21.162385518805785]",0
2134304,4137,114,800,38.667798609153614,"[4137.0,114.0,38.667798609153614]",1
2139037,4882,137,1284,46.322697382919536,"[4882.0,137.0,46.322697382919536]",1
2143922,459,35,193,14.740443421719291,"[459.0,35.0,14.740443421719291]",0
2145940,2422,89,607,42.9088547521245,"[2422.0,89.0,42.9088547521245]",1
2156514,1446,110,563,15.639773082914948,"[1446.0,110.0,15.639773082914948]",0
2156733,253,17,95,14.619688577998065,"[253.0,17.0,14.619688577998065]",0
2162388,191,21,80,13.378732234052528,"[191.0,21.0,13.378732234052528]",0
2168833,20,3,12,4.725815626252608,"[20.0,3.0,4.725815626252608]",0
2173721,582,31,187,21.940388445998178,"[582.0,31.0,21.940388445998178]",0
2179304,5037,156,1277,33.25367010846144,"[5037.0,156.0,33.25367010846144]",1
2188084,363,17,109,31.49789908960316,"[363.0,17.0,31.49789908960316]",0
2197766,3938,108,834,51.71659397208388,"[3938.0,108.0,51.71659397208388]",1
2203216,232,15,78,13.548150462420358,"[232.0,15.0,13.548150462420358]",0
2207874,265,17,86,21.177992183896386,"[265.0,17.0,21.177992183896386]",0
2213814,88,4,35,30.670289641062514,"[88.0,4.0,30.670289641062514]",0
2227004,47,4,16,9.97914491994847,"[47.0,4.0,9.97914491994847]",0
2227786,519,52,227,13.093165983638682,"[519.0,52.0,13.093165983638682]",0
2232976,450,36,159,10.903472579215956,"[450.0,36.0,10.903472579215956]",0
2238904,183,16,85,12.361061173432212,"[183.0,16.0,12.361061173432212]",0
2243551,119,12,43,14.50052245662726,"[119.0,12.0,14.50052245662726]",0
2246073,635,25,142,32.77066777877233,"[635.0,25.0,32.77066777877233]",0
2252437,3392,138,750,31.235346717891634,"[3392.0,138.0,31.235346717891634]",1
2257740,3687,120,905,37.870625076667,"[3687.0,120.0,37.870625076667]",1
2266377,105,10,43,7.7781745930520225,"[105.0,10.0,7.7781745930520225]",0
2270562,1926,162,693,11.49236851834689,"[1926.0,162.0,11.49236851834689]",0
2282620,1882,50,391,51.01250746990729,"[1882.0,50.0,51.01250746990729]",0
2284294,3469,208,1139,23.378157594394843,"[3469.0,208.0,23.378157594394843]",1
2290090,544,55,187,10.724966938173555,"[544.0,55.0,10.724966938173555]",0
2290883,4591,156,888,44.413324385381515,"[4591.0,156.0,44.413324385381515]",1
2291760,319,56,180,6.951571811421547,"[319.0,56.0,6.951571811421547]",0
2293923,303,24,110,10.894005132461016,"[303.0,24.0,10.894005132461016]",0
2298316,352,10,83,40.916717583131934,"[352.0,10.0,40.916717583131934]",0
2304417,6318,148,1315,45.0630474965714,"[6318.0,148.0,45.0630474965714]",2
2310615,1557,100,587,31.77485665036925,"[1557.0,100.0,31.77485665036925]",0
